ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.10065985250355802,0.4713302252625158,0.3491826762691576,0.9053236198880684,0.17358322177599286,0.3917267669275609,0.5745000935360346,-0.34697721103664536,-0.3553188557175946
